species	decimalLongitude	decimalLatitude
Furipterus horrens	-84.145961	10.487038
Cebus imitator	-84.211945	9.46341
Alouatta palliata	-85.595554	10.565194
Dasyprocta punctata	-84.005509	10.431353
Nasua narica	-84.764808	10.479787
Sciurus variegatoides	-84.779844	10.299947
Ateles geoffroyi	-84.654112	10.42549
Dasypus novemcinctus	-84.817658	10.311713
Nasua narica	-85.068412	9.656911
Ateles geoffroyi	-83.5284	8.42689
Cebus imitator	-82.835054	9.735033
Bradypus variegatus	-83.290344	8.38744
Nasua narica	-84.725058	10.488505
Ateles geoffroyi	-83.514852	8.525655
Nyctomys sumichrasti	-83.164434	8.835494
Rhynchonycteris naso	-84.61099	9.756591
Rhynchonycteris naso	-82.827003	9.735017
Bradypus variegatus	-83.453007	10.440799
Sciurus variegatoides	-84.049558	9.937401
Nasua narica	-84.316678	10.204388
Cebus imitator	-84.592184	9.795746
Sciurus variegatoides	-85.838781	10.302916
Sciurus variegatoides	-85.80555	10.401386
Choloepus hoffmanni	-83.330391	8.564151
Procyon lotor	-83.480972	8.869471
Ateles geoffroyi	-83.410171	10.599587
Nasua narica	-84.807225	10.306611
Tapirella bairdii	-85.120567	10.752941999999999
Ateles geoffroyi	-85.26944	10.604963
Alouatta palliata	-85.355406	10.349388
Nasua narica	-84.830149	10.306236
Cebus imitator	-83.306717	8.527226
Sciurus granatensis	-83.204765	8.697328
Sciurus granatensis	-84.228787	10.186645
Cebus imitator	-84.155385	9.409282
Cebus imitator	-84.818842	10.309416
Odocoileus virginianus	-84.138151	9.390922
Cebus imitator	-83.502536	10.536617
Nasua narica	-84.317314	10.204703
Alouatta palliata	-84.14367	9.385951
Choloepus hoffmanni	-84.159833	9.40824
Sciurus variegatoides	-85.419731	10.350046
Cebus imitator	-82.83891	9.736489
Alouatta palliata	-85.040542	10.138621
Alouatta palliata	-85.127462	9.960813
Cebus imitator	-84.667348	9.703091
Sciurus variegatoides	-84.82779	9.976707
Bradypus variegatus	-84.136988	9.392318
Procyon lotor	-85.840902	10.298537
Pecari tajacu	-84.006585	10.430354
Sciurus variegatoides	-84.294921	9.893652
Sciurus granatensis	-83.830876	9.59615
Bradypus variegatus	-84.184732	9.375673
Tursiops truncatus	-83.735851	9.163501
Sciurus variegatoides	-85.442033	10.627601
Alouatta palliata	-85.845556	10.341389
Bradypus variegatus	-84.004011	10.431245
Nasua narica	-84.798466	10.300947
Sciurus variegatoides	-85.372023	10.74897
Alouatta palliata	-85.157242	10.439364
Sciurus variegatoides	-85.836638	10.306808
Puma concolor	-85.057788	9.870732
Lontra longicaudis	-84.064134	10.489433
Sciurus variegatoides	-85.837106	10.299275
Sciurus variegatoides	-85.334297	10.383413
Saimiri oerstedii	-84.020926	9.363363
Choloepus hoffmanni	-82.641508	9.628213
Nasua narica	-84.145447	9.381503
Alouatta palliata	-85.023668	10.427067
Saimiri oerstedii	-84.137149	9.343997
Sciurus variegatoides	-83.563891	9.832104
Odocoileus virginianus	-85.618287	10.838408
Sciurus granatensis	-84.23053	10.189783
Dasyprocta punctata	-84.795127	10.302991
Nasua narica	-85.663566	9.941047
Tamandua mexicana	-84.664895	9.663688
Nasua narica	-83.845793	9.977276
Sciurus variegatoides	-84.980387	10.616691
Bradypus variegatus	-83.630822	8.84365
Cebus imitator	-83.511077	10.53049
Alouatta palliata	-83.102213	10.002995
Nasua narica	-84.317513	10.204811
Saimiri oerstedii	-83.162097	8.219842
Saimiri oerstedii	-84.076235	9.46116
Nasua narica	-84.753781	10.485037
Dasyprocta punctata	-82.82681	9.811509
Sciurus variegatoides	-84.16867	9.396862
Diclidurus albus	-84.137313	10.39768
Myotis nigricans	-84.597516	10.463336
Dasypus novemcinctus	-84.894668	10.544457
Alouatta palliata	-85.669008	10.590521
Choloepus hoffmanni	-84.146422	9.386292
Choloepus hoffmanni	-83.497756999999993	8.44828
Tamandua mexicana	-83.810974	9.224145
Nasua narica	-84.710472	10.438018
Saimiri oerstedii	-84.14896	9.329931
Alouatta palliata	-85.366007	10.151202
Cebus imitator	-84.592201	9.785736
Eira barbara	-83.563891	9.832104
Bradypus variegatus	-83.887972	9.272046
Alouatta palliata	-85.837198	10.238447
Uroderma bilobatum	-84.005775	10.431222
Ateles geoffroyi	-83.757255	8.425664
Choloepus hoffmanni	-84.068283	10.451369
Nasua narica	-84.710213	10.438083
Procyon lotor	-82.827273	9.732688
Mephitis macroura	-85.040848	10.137641
Sciurus granatensis	-83.679138	8.695184
Cebus imitator	-84.139543	10.225654
Ectophylla alba	-83.834745	10.348906
Alouatta palliata	-84.158729	9.408221
Procyon lotor	-85.513111	9.862994
Cebus imitator	-84.143704	9.382159
Sciurus variegatoides	-84.641804	10.46605
Cebus imitator	-83.502338	8.858018
Dasyprocta punctata	-82.960355	8.785916
Bradypus variegatus	-83.879959	9.268794
Cebus imitator	-85.455066	10.395483
Rhynchonycteris naso	-84.787774	10.878587
Choloepus hoffmanni	-83.753428	9.748917
Rhynchonycteris naso	-85.143243	10.438278
Galictis vittata	-83.956006	10.391998
Alouatta palliata	-84.753655	10.4884
Nasua narica	-84.143987	9.38218
Equus caballus	-84.794209	10.913983
Cebus imitator	-84.82359	10.313327
Glossophaga soricina	-85.612315	10.833909
Cebus imitator	-84.144051	9.38634
Choloepus hoffmanni	-84.002013	10.432768
Ateles geoffroyi	-85.064315	10.625442
Dasyprocta punctata	-84.153153	9.403317
Alouatta palliata	-83.507337	10.551732
Procyon lotor	-82.815138	9.749558
Bradypus variegatus	-84.605609	10.47263
Alouatta palliata	-83.951035	9.31359
Ateles geoffroyi	-83.586548	10.457328
Bradypus variegatus	-84.654304	10.470505
Cebus imitator	-83.306717	8.527226
Sciurus granatensis	-82.845215	9.734786
Ateles geoffroyi	-83.590273	10.410541
Dasyprocta punctata	-84.155385	9.409262
Alouatta palliata	-84.021905	10.430539
Saimiri oerstedii	-83.380767	8.494587
Ateles geoffroyi	-83.562866	8.468967
Procyon lotor	-85.747162	10.5284
Alouatta palliata	-85.66115	9.937076
Bradypus variegatus	-84.642681	10.467833
Procyon lotor	-84.145091	9.39092
Nasua narica	-83.590509	8.463713
Ateles geoffroyi	-83.597146	10.487187
Dasyprocta punctata	-84.606095	9.77758
Choloepus hoffmanni	-84.134842	10.406428
Leopardus pardalis	-85.601883	10.902129
Sciurus variegatoides	-84.101811	9.935114
Alouatta palliata	-84.004396	10.431621
Sciurus variegatoides	-84.811039	10.306317
Lontra longicaudis	-84.14644	10.274485
Alouatta palliata	-85.840471	10.296098
Cebus imitator	-84.121548	9.387397
Microsciurus alfari	-84.976601	10.643177
Bradypus variegatus	-82.687055	9.639536
Bradypus variegatus	-84.164915	9.440328
Ectophylla alba	-84.02912	10.269334
Sciurus variegatoides	-84.067323	10.4523
Sylvilagus gabbi	-84.707676	10.437651
Nasua narica	-84.71026	10.437867
Alouatta palliata	-84.006971	10.430623
Tamandua mexicana	-82.81717	9.72947
Nasua narica	-84.71022	10.438291
Dasyprocta punctata	-84.819162	10.318705
Dasyprocta punctata	-85.127044	10.451656
Hoplomys gymnurus	-84.02203	10.423268
Uroderma bilobatum	-84.275027	10.011768
Saimiri oerstedii	-83.518915	8.867228
Didelphis marsupialis	-84.733575	10.482325
Procyon lotor	-83.232248	10.164843
Sphiggurus mexicanus	-84.793641	10.303357
Alouatta palliata	-85.338755	10.345166
Saimiri oerstedii	-84.186084	9.347328
Saimiri oerstedii	-83.247905	8.515342
Alouatta palliata	-84.703285	10.530008
Bradypus variegatus	-84.06882	10.449399
Sphiggurus mexicanus	-83.509055	10.55468
Nasua narica	-83.655696	9.890978
Sciurus variegatoides	-84.8194	10.308
Alouatta palliata	-85.787042	10.380557
Procyon lotor	-84.143772	9.391484
Alouatta palliata	-82.724784	9.636335
Saimiri oerstedii	-83.306686	8.392135
Alouatta palliata	-84.168572	10.223387
Sciurus variegatoides	-84.611812	9.756938
Cebus imitator	-84.611412	9.808422
Caluromys derbianus	-84.747553	10.465167
Nasua narica	-85.334297	10.383413
Alouatta palliata	-83.676638	8.695253
Cebus imitator	-84.873628	10.428879
Sciurus variegatoides	-84.21417	10.015939
Nasua narica	-83.570964	8.540822
Sciurus variegatoides	-85.635775	10.826128
Sphiggurus mexicanus	-83.971258	10.351685
Sciurus variegatoides	-84.728149	10.461214
Cebus imitator	-84.158968	9.402163
Sciurus variegatoides	-84.602725	10.471882
Cebus imitator	-83.755212	9.209137
Cebus imitator	-84.156329	9.420607
Nasua narica	-84.988219	10.712078
Cebus imitator	-84.142754	9.382155
Rhynchonycteris naso	-83.527071	10.592526
Alouatta palliata	-84.63311	10.483534
Dasyprocta punctata	-83.879577	9.269982
Nasua narica	-85.01374	10.720918
Pecari tajacu	-84.005855	10.431123
Nasua narica	-84.836696	10.326198
Dasyprocta punctata	-84.14457	9.384959
Cebus imitator	-84.669002	9.990729
Dasyprocta punctata	-84.144425	9.389117
Rhynchonycteris naso	-84.634878	9.78983
Procyon lotor	-85.668525	10.59052
Alouatta palliata	-84.004018	10.431165
Cebus imitator	-84.055766	9.380196
Saccopteryx bilineata	-83.44395	8.606132
Dasyprocta punctata	-83.204712	8.698055
Alouatta palliata	-84.638237	9.786763
Tamandua mexicana	-83.570964	8.540835
Alouatta palliata	-84.126198	10.416976
Nasua narica	-84.594593	9.775881
Diclidurus albus	-84.630022	9.771867
Cebus imitator	-83.88199	9.269612
Dasypus novemcinctus	-84.815003	10.314322
Cebus imitator	-85.347232	10.347142
Cebus imitator	-84.925618	9.792774
Cebus imitator	-84.140572	9.385754
Nasua narica	-84.172513	10.253405
Alouatta palliata	-85.673449	9.96404
Nasua narica	-84.753563	10.488262
Nasua narica	-83.772863	9.29715
Sciurus variegatoides	-84.606566	9.80136
Rhynchonycteris naso	-84.014632	10.474024
Lonchophylla robusta	-84.751279	10.554801
Rhynchonycteris naso	-84.025377	10.486842
Ateles geoffroyi	-83.512681	8.523687
Tamandua mexicana	-83.337692	8.40444
Nasua narica	-84.094533	10.151909
Dasypus novemcinctus	-84.819094	10.324223
Cebus imitator	-84.145639	9.381212
Choloepus hoffmanni	-84.133326	9.387923
Alouatta palliata	-83.300621	8.539023
Sciurus variegatoides	-84.249663	9.984683
Choloepus hoffmanni	-84.143176	9.382113
Tursiops truncatus	-83.282397	8.649345
Leopardus pardalis	-85.061775	9.864578
Artibeus lituratus	-83.67198	8.69208
Dasyprocta punctata	-85.698153	10.805206
Alouatta palliata	-84.626522	9.777107
Tapirella bairdii	-83.527663	8.56264
Alouatta palliata	-83.5121	10.5485
Saimiri oerstedii	-83.758747	9.979581
Alouatta palliata	-83.499356	10.530805
Choloepus hoffmanni	-84.172143	10.375476
Pecari tajacu	-84.005875	10.431053
Cebus imitator	-83.572432	8.689758
Bradypus variegatus	-84.6974	10.459953
Alouatta palliata	-84.15957	9.402785
Ateles geoffroyi	-83.476295	8.574289
Bradypus variegatus	-85.04815	10.732412
Sciurus variegatoides	-84.710337	10.437647
Sciurus variegatoides	-84.205277	10.682157
Choloepus hoffmanni	-83.517207	10.569678
Saimiri oerstedii	-83.605004	8.430191
Ateles geoffroyi	-83.411763	10.599584
Dasyprocta punctata	-83.881305	9.27058
Peromyscus mexicanus	-83.75	9.566667
Sciurus granatensis	-83.564402	9.832115
Uroderma bilobatum	-84.137077	9.392331
Pecari tajacu	-84.365206	10.25524
Bradypus variegatus	-82.773045	9.640692
Nasua narica	-84.151894	10.441353
Rhynchonycteris naso	-84.017098	10.477883
Dasyprocta punctata	-84.006279	10.431462
Nasua narica	-84.798891	10.342251
Ectophylla alba	-84.031298	10.542296
Procyon lotor	-85.746422	10.528882
Alouatta palliata	-84.75367	10.488617
Alouatta palliata	-82.833431	9.733351
Cebus imitator	-85.334598	10.383702
Cebus imitator	-83.750568	9.319076
Saimiri oerstedii	-84.11381	9.55848
Procyon lotor	-83.258137	8.799897
Uroderma bilobatum	-84.007299	10.430496
Myotis pilosatibialis	-84.815278	10.304288
Nasua narica	-84.7668	10.48317
Nasua narica	-84.069084	10.449135
Choloepus hoffmanni	-84.158219	9.407837
Bradypus variegatus	-84.6514	10.470417
Potos flavus	-84.06968	10.449567
Dasyprocta punctata	-82.683581	9.641371
Alouatta palliata	-84.004325	10.431442
Dasypus novemcinctus	-84.8013	10.3063
Ateles geoffroyi	-83.727731	8.708376
Eira barbara	-83.564259	9.832063
Alouatta palliata	-83.298657	8.536532
Odocoileus virginianus	-84.628945	10.445433
Noctilio leporinus	-85.698692	10.943728
Cebus imitator	-84.1678	9.3992
Nasua narica	-83.59063	8.481268
Dasypus novemcinctus	-84.82784	10.328539
Canis lupus	-84.620251	10.383704
Bradypus variegatus	-83.502355	10.542484
Sciurus variegatoides	-84.167769	10.223809
Choloepus hoffmanni	-83.372744	10.248902
Rhynchonycteris naso	-83.455152	8.853066
Vampyriscus nymphaea	-84.123254	10.416414
Cebus imitator	-84.802654	10.307309
Nasua narica	-84.710241	10.438095
Nasua narica	-84.823022	10.310717
Procyon lotor	-82.831096	9.734062
Cebus imitator	-84.142508	9.382225
Ectophylla alba	-84.029484	10.551961
Nasua narica	-84.987272	10.715672
Alouatta palliata	-85.161116	9.638124
Cebus imitator	-84.596068	9.777481
Uroderma bilobatum	-83.206947	8.779678
Uroderma bilobatum	-84.15061	9.40934
Puma concolor	-84.520869	9.732353
Sciurus variegatoides	-84.077028	9.94367
Didelphis marsupialis	-83.813874	10.203146
Bradypus variegatus	-84.160001	9.402036
Alouatta palliata	-84.745135	10.496811
Nyctomys sumichrasti	-84.662689	10.461736
Cebus imitator	-84.610737	9.808772
Dasyprocta punctata	-84.824166	10.272874
Sciurus variegatoides	-84.705008	10.434395
Procyon lotor	-82.833161	9.733625
Sphiggurus mexicanus	-84.818242	10.309569
Choloepus hoffmanni	-84.155385	9.409262
Dasyprocta punctata	-82.688844	9.637409
Nasua narica	-84.710325	10.438341
Nasua narica	-84.709677	10.436984
Cebus imitator	-84.732803	10.983895
Choloepus hoffmanni	-83.741667	9.965278
Ateles geoffroyi	-83.495832	10.581326
Alouatta palliata	-85.673449	9.96404
Cebus imitator	-84.169237	9.397358
Pecari tajacu	-83.604599	8.500117
Nasua narica	-84.794194	10.303986
Lontra longicaudis	-84.091475	10.409627
Ateles geoffroyi	-83.439812	10.706514
Alouatta palliata	-83.51107	10.530337
Nasua narica	-84.793414	10.366497
Cebus imitator	-84.195287	9.475289
Nasua narica	-85.331988	10.346686
Nasua narica	-84.703179	10.462626
Nasua narica	-84.00715	10.43052
Alouatta palliata	-84.943667	10.701223
Ateles geoffroyi	-84.621313	10.268202
Bradypus variegatus	-82.796815	9.638228
Dasyprocta punctata	-83.294402	8.383135
Alouatta palliata	-84.151704	9.395336
Bradypus variegatus	-82.796788	9.638831
Ateles geoffroyi	-83.574928	8.459829
Odocoileus virginianus	-84.89608	9.771683
Pecari tajacu	-84.007188	10.432041
Equus caballus	-85.723312	10.019361
Bradypus variegatus	-83.334803	8.477569
Bradypus variegatus	-83.695636	8.690439
Megaptera novaeangliae	-83.737397	9.115455
Sciurus variegatoides	-84.201794	10.028527
Sciurus variegatoides	-84.876	10.557512
Alouatta palliata	-83.676638	8.695253
Dasyprocta punctata	-83.928246	9.296856
Cebus imitator	-84.048752	9.444265
Bradypus variegatus	-83.809143	10.17255
Alouatta palliata	-85.518341	9.880156
Ateles geoffroyi	-84.051846	10.48648
Alouatta palliata	-85.730805	11.037101
Sphiggurus mexicanus	-85.396499	9.859404
Alouatta palliata	-83.134236	8.356354
Dasypus novemcinctus	-84.983104	10.735644
Tapirella bairdii	-83.613418	8.657401
Tamandua mexicana	-83.723101	8.630381
Alouatta palliata	-85.142818	9.955887
Bradypus variegatus	-83.509698	10.536648
Ateles geoffroyi	-83.796021	8.405576
Sciurus granatensis	-84.2715	10.2539
Cebus imitator	-83.28413	8.403657
Nasua narica	-84.924733	9.789832
Nasua narica	-85.340488	10.352028
Nasua narica	-83.292385	8.377189
Nasua narica	-85.659653	10.639995
Sciurus variegatoides	-84.605923	9.781125
Bradypus variegatus	-84.617836	10.383282
Dasyprocta punctata	-83.81284	9.263347
Bradypus variegatus	-83.810946	9.224069
Sphiggurus mexicanus	-85.419297	10.055681
Tamandua mexicana	-84.710182	10.43798
Tamandua mexicana	-84.676063	10.443253
Cebus imitator	-83.512183	10.52788
Procyon lotor	-84.110025	10.001973
Odocoileus virginianus	-84.2518	9.873552
Dasyprocta punctata	-84.144378	9.3895
Cebus imitator	-83.591684	10.537446
Alouatta palliata	-84.010801	10.429252
Nasua narica	-84.810044	10.320747
Saimiri oerstedii	-83.583122	8.609611
Sciurus variegatoides	-84.068072	10.450273
Sciurus variegatoides	-84.633368	10.466739
Potos flavus	-84.833225	10.387208
Dasyprocta punctata	-83.563891	9.832104
Alouatta palliata	-85.842492	10.246717
Cebus imitator	-84.606198	9.781051
Dasyprocta punctata	-84.93348	9.785363
Rhynchonycteris naso	-84.52429	10.456166
Nasua narica	-85.404829	10.79822
Dasyprocta punctata	-84.819916	10.313102
Nasua narica	-84.710252	10.4372
Procyon lotor	-82.838992	9.736527
Sciurus variegatoides	-83.503203	10.541476
Rhynchonycteris naso	-83.979952	10.46265
Rhynchonycteris naso	-84.417966	10.505118
Saimiri oerstedii	-83.475594	8.442477
Dasypus novemcinctus	-84.808384	10.318991
Diclidurus albus	-84.592281	9.784536
Dasyprocta punctata	-84.812841	10.310973
Bradypus variegatus	-84.144338	9.383341
Choloepus hoffmanni	-84.120863	10.414959
Pecari tajacu	-84.02203	10.423268
Choloepus hoffmanni	-84.004836	10.43133
Saimiri oerstedii	-84.048872	9.368933
Dasyprocta punctata	-84.212435	10.056885
Cebus imitator	-84.145862	9.381391
Cebus imitator	-84.136988	9.392308
Bassariscus sumichrasti	-83.807468	9.552991
Cebus imitator	-84.135228	9.386953
Choloepus hoffmanni	-82.829576	9.792824
Saimiri oerstedii	-84.0392	9.47578
Alouatta palliata	-84.005569	10.435475
Cebus imitator	-84.1418	9.3901
Tamandua mexicana	-83.672295	10.200353
Choloepus hoffmanni	-83.589776	8.480575
Pecari tajacu	-84.006971	10.430623
Sciurus variegatoides	-84.31843	10.074226
Tamandua mexicana	-84.006971	10.430623
Dasyprocta punctata	-84.806871	10.306861
Sciurus variegatoides	-84.101462	10.357201
Ateles geoffroyi	-85.398172	9.954472
Pecari tajacu	-84.894306	9.773058
Sciurus variegatoides	-83.033507	9.984706
Alouatta palliata	-85.558333	9.880278
Cebus imitator	-84.147085	9.401542
Procyon lotor	-82.83891	9.736489
Ateles geoffroyi	-83.58348	10.790083
Bradypus variegatus	-84.968529	10.712353
Saimiri oerstedii	-84.043609	9.519178
Alouatta palliata	-85.042241	10.719722
Sciurus granatensis	-83.563891	9.832104
Sciurus variegatoides	-84.811652	10.307031
Ateles geoffroyi	-83.308543	8.244152
Procyon lotor	-84.169129	9.3959
Cebus imitator	-84.153827	9.394435
Didelphis marsupialis	-83.862103	9.301658
Saimiri oerstedii	-83.268637	8.428123
Cebus imitator	-82.814415	9.748185
Ateles geoffroyi	-83.453937	8.507012
Caluromys derbianus	-84.611747	9.756883
Nasua narica	-84.667955	10.350446
Saimiri oerstedii	-83.331201	8.50519
Cebus imitator	-85.684894	10.621924
Dasypus novemcinctus	-85.618203	10.839217
Tursiops truncatus	-83.207764	8.469178
Odocoileus virginianus	-85.600007	10.89068
Nasua narica	-83.555234	8.450271
Rhynchonycteris naso	-84.194872	10.7405
Cebus imitator	-85.338547	10.345208
Cebus imitator	-84.220367	9.480933
Cebus imitator	-85.398739	10.389983
Cebus imitator	-85.731755	11.038345
Bradypus variegatus	-84.652846	10.469997
Tapirella bairdii	-83.58917	8.559088
Cebus imitator	-84.989922000000007	10.706413
Rhynchonycteris naso	-85.334244	10.383818
Sciurus variegatoides	-84.102391	9.936026
Cebus imitator	-85.341354	10.344388
Bassariscus sumichrasti	-83.821372	9.616783
Alouatta palliata	-85.841122	10.299369
Eira barbara	-84.06443	10.449388
Choloepus hoffmanni	-84.13286	9.391974
Alouatta palliata	-84.735636	10.979997
Choloepus hoffmanni	-84.45085	10.637292
Alouatta palliata	-84.740776	10.974883
Sphiggurus mexicanus	-83.799805	9.581795
Bradypus variegatus	-83.914457	10.173392
Sciurus variegatoides	-84.610885	9.791615
Alouatta palliata	-85.746178	10.528875
Dasyprocta punctata	-84.796817	10.283492
Nasua narica	-84.811508	10.316467
Alouatta palliata	-85.685857	9.976424
Nasua narica	-84.658233	9.6587
Bradypus variegatus	-84.144317	9.389028
Tapirella bairdii	-85.135013	10.700443
Tursiops truncatus	-83.365604	8.736069
Choloepus hoffmanni	-84.161908	9.431841
Procyon lotor	-84.145775	9.379094
Cebus imitator	-82.811177	9.745829
Odocoileus virginianus	-84.606242	9.78065
Alouatta palliata	-85.673114	9.963986
Sciurus variegatoides	-85.739983	10.034467
Potos flavus	-82.953595000000007	8.789799
Tapirella bairdii	-83.485943	8.471918
Ateles geoffroyi	-84.64849	10.835592
Bradypus variegatus	-84.144241	9.386846
Pecari tajacu	-84.008297	10.426982
Cebus imitator	-83.341267	8.398746
Nasua narica	-85.334297	10.383418
Sciurus variegatoides	-84.124525	10.41686
Alouatta palliata	-85.688917	10.615641
Cebus imitator	-84.79623	10.343648
Nasua narica	-85.0701	9.671317
Sciurus variegatoides	-85.051735	9.671285
Odocoileus virginianus	-85.156089	10.259099
Alouatta palliata	-84.097134	10.464717
Ateles geoffroyi	-85.60705	10.989031
Nasua narica	-84.766297	10.477955
Tamandua mexicana	-84.005067	10.431322
Equus caballus	-85.72207	10.022797
Bradypus variegatus	-84.653633	10.471672
Tamandua mexicana	-84.2705	10.448451
Cebus imitator	-84.678068	9.657594
Pecari tajacu	-84.642681	10.467834
Saccopteryx bilineata	-85.680246	10.572799
Cebus imitator	-84.795914	10.302759
Alouatta palliata	-85.52613	10.4139
Dasyprocta punctata	-83.284542	8.402267
Tamandua mexicana	-85.223282	9.959587
Choloepus hoffmanni	-83.435202	8.64471
Alouatta palliata	-85.547685	9.878676
Sciurus variegatoides	-85.841728	10.300155
Ateles geoffroyi	-83.614084	8.681228
Cebus imitator	-84.6005	9.7964
Alouatta palliata	-84.768105	10.477178
Ateles geoffroyi	-83.712174	8.711831
Choloepus hoffmanni	-84.006971	10.430623
Ateles geoffroyi	-85.352015	10.609722
Ateles geoffroyi	-83.471089	8.490956
Saimiri oerstedii	-83.559625	8.464989
Nasua narica	-84.709003	10.43723
Tamandua mexicana	-83.336601	8.403613
Alouatta palliata	-82.620997	9.623587
Tamandua mexicana	-83.602295	8.527391
Alouatta palliata	-84.066696	10.440008
Nasua narica	-84.142769	9.382067
Sciurus variegatoides	-84.101525	9.936088
Bradypus variegatus	-83.506923	10.448877
Choloepus hoffmanni	-84.005494	10.431337
Sciurus variegatoides	-85.43456	10.610756
Tapirella bairdii	-83.411731	8.455197
Sciurus variegatoides	-84.078932	9.98115
Sciurus variegatoides	-85.676876	10.570472
NA	-84.794246	10.29948
Dasyprocta punctata	-84.317232	10.20574
Procyon lotor	-82.831612	9.734237
Saccopteryx bilineata	-83.673611	8.694167
Tamandua mexicana	-84.136988	9.392308
Alouatta palliata	-84.112599	10.411395
Tursiops truncatus	-83.454762	8.28899
Nasua narica	-83.570964	8.540835
Nasua narica	-83.727191	8.629543
Alouatta palliata	-84.008123	10.432274
Cebus imitator	-84.7994	10.282314
Sphiggurus mexicanus	-84.02203	10.423268
Alouatta palliata	-85.660571	9.940781
Alouatta palliata	-84.504185	9.609472
Ateles geoffroyi	-83.623495	8.747922
Dasyprocta punctata	-85.346179	10.773727
Cyclopes dorsalis	-84.22316	9.478674
Bradypus variegatus	-84.144853	9.390517
Rattus rattus	-84.043485	9.917351
Tapirella bairdii	-83.500183	8.560096
Alouatta palliata	-84.145753	9.391387
Choloepus hoffmanni	-84.153987	9.366427
Sphiggurus mexicanus	-84.004637	10.431151
Alouatta palliata	-84.142539	9.382195
Tapirella bairdii	-85.718853	10.948322
Mazama temama	-83.559978	8.535048
Cebus imitator	-84.216667	9.5
Didelphis marsupialis	-85.073938	9.963351
Procyon lotor	-83.513676	10.552622
Nasua narica	-83.506923	10.448881
Rhynchonycteris naso	-84.01521	10.421677
Centurio senex	-85.618271	10.839353
Bradypus variegatus	-83.502801	10.520753
Cebus imitator	-84.144982	9.381903
Ateles geoffroyi	-84.748447	10.552335
Puma concolor	-84.005649	10.428271
Sciurus variegatoides	-84.079336	9.981459
Cebus imitator	-84.161908	9.431868
Sciurus granatensis	-82.828599	9.733123
Lontra longicaudis	-84.074037	10.519281
Bradypus variegatus	-84.616222	10.382673
Nasua narica	-83.844736	9.978193
Nasua narica	-85.338678	10.345177
Alouatta palliata	-85.55017	10.789048
Alouatta palliata	-83.875276	10.528814
Cebus imitator	-84.137897	9.385647
Dasyprocta punctata	-84.815102	10.304477
Cebus imitator	-84.144683	9.381995
Choloepus hoffmanni	-83.510978	10.55037
Nasua narica	-84.722226	10.437255
Odocoileus virginianus	-84.144142	9.388908
Ateles geoffroyi	-83.336123	8.23828
Dasyprocta punctata	-83.293056000000007	8.376667
Uroderma bilobatum	-84.518738	9.72875
Cebus imitator	-85.404868	10.800718
Nasua narica	-83.30552	8.673062
Nasua narica	-84.376547	9.937146
Nasua narica	-84.989913	10.706347
Choloepus hoffmanni	-84.067174	10.450072
Sphiggurus mexicanus	-84.010292	10.436933
Choloepus hoffmanni	-82.693234	9.638991
Choloepus hoffmanni	-84.523507	9.911736
Alouatta palliata	-83.504107	10.538379
Alouatta palliata	-84.82	10.31
Sphiggurus mexicanus	-84.818062	10.320355
Procyon lotor	-84.145997	9.380563
Nasua narica	-83.780672	9.746463
Cebus imitator	-82.845215	9.734786
Ateles geoffroyi	-83.370743	8.243219
Rhynchonycteris naso	-84.137226	9.3856560000000009
Ateles geoffroyi	-84.775264	10.552462
Cebus imitator	-83.279837	8.465385
Nasua narica	-84.70799	10.436645
Bradypus variegatus	-84.00369	10.434699
Alouatta palliata	-85.012376	10.754952
Ectophylla alba	-83.913086	10.3796
Tursiops truncatus	-84.83035	9.969572
Choloepus hoffmanni	-84.003909	10.43202
Nasua narica	-85.672159	9.967921
Alouatta palliata	-85.529036	9.882022
Alouatta palliata	-85.662291	9.938497
Sciurus granatensis	-83.850619	9.644313
Odocoileus virginianus	-85.59642	10.712633
Tamandua mexicana	-83.457853	10.10077
Dasyprocta punctata	-84.602491	10.386172
Alouatta palliata	-85.1437	10.279282
Rhynchonycteris naso	-84.044992	10.438837
Alouatta palliata	-83.510206	10.55012
Bradypus variegatus	-84.123442	10.416213
Tayassu pecari	-83.222076	8.315939
Eira barbara	-84.287412	9.909808
Pecari tajacu	-84.005798	10.431463
Rhynchonycteris naso	-84.535632	10.438246
Choloepus hoffmanni	-83.783795	10.428302
Alouatta palliata	-83.7293	8.607905
Nasua narica	-83.631158	8.765982
Ateles geoffroyi	-83.427328	10.456416
Rhynchonycteris naso	-84.003911	10.466974
Didelphis marsupialis	-84.667906	10.445761
Cebus imitator	-84.146508	9.380712
Alouatta palliata	-85.338897	10.345392
Sylvilagus gabbi	-84.787425	10.342695
Procyon lotor	-82.823711	9.736302
Ectophylla alba	-84.025435	10.534894
Cebus imitator	-85.616737	10.835295
Bradypus variegatus	-82.710743	9.640387
Alouatta palliata	-85.453156	9.86642
Uroderma bilobatum	-84.641396	10.477365
Choloepus hoffmanni	-83.433364	8.646292
Procyon lotor	-84.057623	9.928375
Cebus imitator	-83.659788	9.082559
Alouatta palliata	-83.461673	8.459878
Stenella attenuata	-83.344863	8.683531
Cynomops greenhalli	-83.144198	8.662006
Caluromys derbianus	-84.007	10.431
Alouatta palliata	-83.434838	10.423167
Procyon lotor	-82.833768	9.696359
Nasua narica	-85.080579	9.65609
Sciurus variegatoides	-85.44963	9.89553
