species	decimalLongitude	decimalLatitude
Ateles geoffroyi	-83.299731	8.544544
Ateles geoffroyi	-84.680176	10.477915
Dasyprocta punctata	-84.585114	9.779898
Nasua narica	-83.914313	10.173338
Nasua narica	-84.878783	10.435812
Cebus imitator	-85.341845	10.344153
Sphiggurus mexicanus	-84.121902	10.415745
Desmodus rotundus	-85.053183	9.669883
Bradypus variegatus	-84.59745	10.387751
Stenella longirostris	-83.781916	8.326815
Sphiggurus mexicanus	-84.463292	10.563424
Cebus imitator	-85.687692	10.969045
Tapirella bairdii	-83.726101	8.738738
Alouatta palliata	-84.838951	10.183264
Saimiri oerstedii	-83.08655	8.648049
Alouatta palliata	-84.021595	10.481986
Diclidurus albus	-84.462002	9.63219
Bradypus variegatus	-83.516089	10.56071
Odocoileus virginianus	-85.127633	10.451195
Cebus imitator	-85.338755	10.345166
Sciurus variegatoides	-84.817578	10.3289
Cebus imitator	-85.61847	10.838962
Nasua narica	-84.7232	10.437327
Alouatta palliata	-83.688307	8.693293
Dasyprocta punctata	-84.3173	10.2047
Alouatta palliata	-85.612228	10.834912
Saimiri oerstedii	-84.076147	9.266146
Alouatta palliata	-84.142071	9.384221
Bradypus variegatus	-83.833915	9.224129
Choloepus hoffmanni	-82.840352	9.73598
Nasua narica	-84.769843	10.471812
Sciurus variegatoides	-83.5933	9.4675
Choloepus hoffmanni	-82.838182	9.735893
Nasua narica	-84.82049	10.306503
Saimiri oerstedii	-83.308527	8.370635
Dasyprocta punctata	-85.618395	10.837395
Alouatta palliata	-84.754235	10.48752
Nasua narica	-84.753625	10.488158
Tamandua mexicana	-85.290237	10.40953
Megaptera novaeangliae	-84.206955	9.4020879999999991
Odocoileus virginianus	-84.924733	9.789832
NA	-82.95	9.13
NA	-83.967	9.9
Reithrodontomys creper	-83.867	9.933
Scotinomys xerampelinus	-83.833	9.983
Heteromys desmarestianus	-85.3	10.767
Myotis keaysi	-82.97	9.08
Reithrodontomys creper	-83.867	9.933
Thyroptera tricolor	-83.533	10.6
Peromyscus mexicanus	-83.8	9.917
Heteromys desmarestianus	-85.3	10.767
Noctilio leporinus	-83.502108	10.541429
Noctilio leporinus	-83.502108	10.541429
Myotis keaysi	-82.96	9.11
Sturnira parvidens	-84.53	9.87
Uroderma bilobatum	-83.53	10.6
Scotinomys teguina	-83.97	9.9
Hylonycteris underwoodi	-83.52	10.57
Heteromys nubicolens	-84.82	10.32
Reithrodontomys sumichrasti	-83.83	9.98
Nephelomys albigularis	-83.8	9.58
Nephelomys albigularis	-83.73	9.97
Peromyscus nudipes	-83.83	9.98
Peromyscus mexicanus	-85.3	10.77
Peromyscus mexicanus	-84.37	10.25
Peromyscus mexicanus	-84.37	10.25
Myotis riparius	-83.52	10.57
Nephelomys albigularis	-83.767	9.967
Heteromys nubicolens	-84.817	10.317
Carollia castanea	-83.517	10.567
Leopardus wiedii	-84.1467	9.86347
Reithrodontomys creper	-83.833	9.983
Peromyscus mexicanus	-84.817	10.317
Peromyscus mexicanus	-84.233	10.183
Desmodus rotundus	-83.533	10.6
Leopardus wiedii	-84.1467	9.86347
Reithrodontomys creper	-83.833	9.983
Peromyscus mexicanus	-84.817	10.317
Reithrodontomys creper	-84.233	10.183
Cormura brevirostris	-83.517	10.567
Heteromys desmarestianus	-83.65	9.883
Heteromys oresterus	-83.8	9.583
Peromyscus mexicanus	-84.817	10.317
Reithrodontomys sumichrasti	-83.833	9.983
Peromyscus mexicanus	-85.3	10.767
Nephelomys albigularis	-84.367	10.25
Artibeus jamaicensis	-83.533	10.6
Cabassous centralis	-84.1467	9.86347
Scotinomys teguina	-83.967	9.9
Heteromys desmarestianus	-83.65	9.883
Oryzomys alfaroi	-83.967	9.9
Peromyscus mexicanus	-84.817	10.317
Sturnira ludovici	-85.283333	10.6
Pecari tajacu	-83.516667	10.583333
Noctilio leporinus	-83.516667	10.583333
Centurio senex	-83.516667	10.583333
Sturnira ludovici	-85.283333	10.6
Artibeus watsoni	-83.516667	10.583333
NA	-83.516667	10.583333
Artibeus toltecus	-85.283333	10.6
Artibeus toltecus	-85.283333	10.6
Artibeus toltecus	-85.283333	10.6
Artibeus watsoni	-83.516667	10.583333
Platyrrhinus helleri	-83.516667	10.583333
Sturnira ludovici	-85.283333	10.6
Micronycteris hirsuta	-84.05	9.9
Artibeus watsoni	-83.516667	10.583333
Vampyressa pusilla	-84.05	9.9
Artibeus toltecus	-85.283333	10.6
Cuniculus paca	-83.516667	10.583333
Artibeus watsoni	-83.516667	10.583333
Artibeus toltecus	-85.283333	10.6
Cuniculus paca	-83.533333	10.6
Artibeus toltecus	-85.283333	10.6
Cuniculus paca	-83.516667	10.583333
Carollia perspicillata	-83.516667	10.583333
Sturnira lilium	-84.05	9.9
Carollia castanea	-83.516667	10.583333
Artibeus toltecus	-85.28333	10.6
Artibeus toltecus	-85.283333	10.6
Cuniculus paca	-83.533333	10.6
Carollia castanea	-83.516667	10.583333
Sturnira ludovici	-85.283333	10.6
Artibeus watsoni	-83.516667	10.583333
Artibeus toltecus	-85.283333	10.6
Artibeus toltecus	-85.283333	10.6
Sturnira ludovici	-85.283333	10.6
Myotis nigricans	-83.766667	9.766667
Sturnira ludovici	-85.283333	10.6
Artibeus watsoni	-83.516667	10.583333
Artibeus toltecus	-85.283333	10.6
Cuniculus paca	-83.516667	10.583333
Micoureus alstoni	-83.516667	10.583333
Artibeus watsoni	-83.516667	10.583333
Sturnira ludovici	-85.283333	10.6
Artibeus watsoni	-83.516667	10.583333
Artibeus toltecus	-85.283333	10.6
Artibeus watsoni	-83.516667	10.583333
Artibeus toltecus	-85.283333	10.6
Anoura geoffroyi	-85.283333	10.6
Tayassu pecari	-83.533333	10.6
NA	-83.516667	10.583333
Carollia castanea	-83.516667	10.583333
Lichonycteris obscura	-83.516667	10.583333
Artibeus watsoni	-83.516667	10.583333
Artibeus watsoni	-83.516667	10.583333
Artibeus toltecus	-85.283333	10.6
Platyrrhinus helleri	-83.516667	10.583333
Eptesicus furinalis	-83.516667	10.583333
Artibeus watsoni	-83.516667	10.583333
Artibeus watsoni	-83.516667	10.583333
Artibeus toltecus	-85.283333	10.6
Sturnira lilium	-85.283333	10.6
Artibeus toltecus	-85.283333	10.6
Sturnira lilium	-84.05	9.9
Glossophaga commissarisi	-85.283333	10.6
Artibeus watsoni	-83.516667	10.583333
Artibeus watsoni	-83.516667	10.583333
Artibeus watsoni	-83.516667	10.583333
Sturnira ludovici	-85.283333	10.6
Carollia castanea	-83.516667	10.583333
Artibeus watsoni	-83.516667	10.583333
Sturnira ludovici	-85.283333	10.6
Artibeus watsoni	-83.516667	10.583333
Artibeus watsoni	-83.516667	10.583333
Artibeus toltecus	-85.283333	10.6
Artibeus toltecus	-85.283333	10.6
Platyrrhinus helleri	-85.1	10.433333
Artibeus watsoni	-83.516667	10.583333
Centurio senex	-84.3	10.033333
Sturnira ludovici	-85.283333	10.6
Artibeus toltecus	-85.283333	10.6
Sturnira ludovici	-85.283333	10.6
Artibeus toltecus	-85.283333	10.6
Platyrrhinus vittatus	-85.283333	10.6
Glossophaga commissarisi	-83.516667	10.583333
Artibeus toltecus	-85.283333	10.6
Vampyressa pusilla	-84.05	9.9
Artibeus watsoni	-83.516667	10.583333
Carollia castanea	-83.516667	10.583333
Mazama americana	-83.533333	10.6
Sturnira ludovici	-85.283333	10.6
Molossus rufus	-83.516667	10.583333
Carollia perspicillata	-83.516667	10.583333
Sturnira ludovici	-85.283333	10.6
Artibeus watsoni	-83.516667	10.583333
Artibeus toltecus	-85.283333	10.6
Artibeus toltecus	-85.283333	10.6
Artibeus watsoni	-83.516667	10.583333
Platyrrhinus vittatus	-85.283333	10.6
Noctilio leporinus	-83.516667	10.583333
NA	-83.516667	10.583333
Saccopteryx bilineata	-84.05	9.9
NA	-83.516667	10.583333
Artibeus toltecus	-85.283333	10.6
Artibeus watsoni	-83.516667	10.583333
Artibeus watsoni	-83.516667	10.583333
Artibeus toltecus	-85.283333	10.6
Leopardus pardalis	-83.516667	10.583333
Artibeus watsoni	-83.516667	10.583333
Artibeus watsoni	-83.516667	10.583333
Artibeus toltecus	-85.283333	10.6
Artibeus watsoni	-83.516667	10.583333
Artibeus toltecus	-85.28333	10.6
Carollia perspicillata	-83.516667	10.583333
Sturnira ludovici	-85.283333	10.6
Sturnira ludovici	-85.283333	10.6
Molossus molossus	-83.516667	10.583333
Sturnira ludovici	-85.283333	10.6
Saccopteryx bilineata	-85.1	10.433333
Artibeus watsoni	-83.516667	10.583333
Sturnira ludovici	-85.283333	10.6
Dasypus novemcinctus	-83.516667	10.583333
Molossus rufus	-83.516667	10.583333
Artibeus toltecus	-85.283333	10.6
Molossus rufus	-83.516667	10.583333
Sturnira ludovici	-85.283333	10.6
Molossus rufus	-83.516667	10.583333
Scotinomys xerampelinus	-83.7997177	10.0011293
Scotinomys xerampelinus	-83.7997177	10.0011293
Scotinomys xerampelinus	-83.7997177	10.0011293
Cuniculus paca	-83.03333	10
Leopardus pardalis	-84.083336	9.933333
Alouatta belzebul	-85.18961	10.40638
Sylvilagus gabbi	-83.76667	10.21667
Saccopteryx bilineata	-83.5576704	9.2575591
Glossophaga leachii	-85.71667	10.55
Sturnira parvidens	-85.083078	10.1677877
Liomys salvini	-85.08707	10.46424
Heteromys desmarestianus	-83.6497139	9.8844657
Heteromys desmarestianus	-84.94019	10.49288
Heteromys desmarestianus	-83.0497002	9.9844618
Reithrodontomys creper	-83.8547782	9.6732464
Peromyscus mexicanus	-83.8547782	9.6732464
Peromyscus mexicanus	-83.8547782	9.6732464
Myotis nigricans	-84.19623	9.94612
Desmodus rotundus	-85.7497651	10.8677494
Glossophaga soricina	-84.8664129	10.1677881
Reithrodontomys brevirostris	-83.8033872	9.7541723
Desmodus rotundus	-83.8033872	9.7541723
Reithrodontomys mexicanus	-82.833333	8.95
Scotinomys xerampelinus	-83.7997177	10.0011293
Procyon cancrivorus	-84.639778	9.799037
Alouatta palliata	-83.526091	10.594797
Sciurus variegatoides	-83.667726	9.403085
Nasua narica	-84.710236	10.438103
Nasua narica	-84.749488	10.486436
Alouatta palliata	-84.079016	10.449653
Alouatta palliata	-84.123148	10.416407
Sotalia guianensis	-83.508425	10.550476
Saimiri oerstedii	-84.145328	9.381907
Sciurus variegatoides	-84.167568	10.216171
Sciurus variegatoides	-84.709216	10.437211
Platyrrhinus helleri	-83.145599	8.662562
Sciurus variegatoides	-84.078766	9.981624
Pecari tajacu	-84.674792	10.460074
Alouatta palliata	-84.787445	10.299196
Nasua narica	-84.807558	10.30642
Nasua narica	-84.809486	10.313282
Sciurus variegatoides	-84.136541	10.364855
Choloepus hoffmanni	-82.837805	9.735694
Delphinus delphis	-89.02	5.88
Stenella attenuata	-88.28	6.14
Stenella coeruleoalba	-88.98	5.96
Tursiops truncatus	-88.85	5.97
Globicephala macrorhynchus	-86.08	7.11
Tursiops truncatus	-86.08	7.11
Globicephala macrorhynchus	-86.01	7.12
Globicephala macrorhynchus	-86.12	7.11
Stenella coeruleoalba	-85.85	7.21
Grampus griseus	-87.74	6.42
Tursiops truncatus	-87.74	6.42
Grampus griseus	-88.11	6.24
Tursiops truncatus	-86.2	7.08
Stenella coeruleoalba	-86.2	7.08
NA	-85.36	7.41
Delphinus delphis	-85.29	7.41
NA	-85.42	7.38
NA	-85.78	7.25
Tursiops truncatus	-85.72	7.24
NA	-84.63	9.25
Globicephala macrorhynchus	-84.81	7.62
Tursiops truncatus	-84.81	7.62
Delphinus delphis	-84.65	7.65
NA	-84.52	8.9
Stenella attenuata	-84.63	9.33
NA	-84.89	7.55
NA	-84.88	7.58
Delphinus delphis	-85.73	8.95
Tursiops truncatus	-86.31	8.68
Stenella attenuata	-84.71	9.63
Physeter macrocephalus	-85.72	8.95
NA	-85.04	5.39
Stenella longirostris	-84.61	5.38
NA	-86.42	8.61
NA	-88.08	8.17
Globicephala macrorhynchus	-88.11	8.12
Tursiops truncatus	-88.13	8.1
Tursiops truncatus	-88.15	8.06
Tursiops truncatus	-86.63	8.47
Delphinus delphis	-87.89	8.47
Stenella coeruleoalba	-88.05	8.21
NA	-88.15	8.05
NA	-89.56	7.76
Tursiops truncatus	-89.59	7.75
NA	-88.16	8.03
NA	-88.49	7.39
NA	-88.65	7.3
Tursiops truncatus	-89.34	7.82
Tursiops truncatus	-89.39	7.8
NA	-88.52	7.36
Globicephala macrorhynchus	-88.59	7.28
Tursiops truncatus	-88.59	7.28
NA	-88.62	7.29
Grampus griseus	-89.08	5.6
Tursiops truncatus	-89.08	5.6
NA	-88.79	5.59
NA	-89.96	5.64
Kogia sima	-89.56	5.63
Ziphius cavirostris	-89.55	5.63
Stenella coeruleoalba	-89.29	5.64
Tursiops truncatus	-86.64	5.52
NA	-86.63	5.51
Grampus griseus	-86.59	5.48
NA	-85.16	5.4
Globicephala macrorhynchus	-90.36	5.67
Tursiops truncatus	-90.36	5.67
NA	-90.34	5.67
Stenella longirostris	-90.33	5.67
Peponocephala electra	-85	9.75
Delphinus delphis	-85.5	9.32
Delphinus delphis	-84.77	9.3
Stenella attenuata	-86.33	6.08
Oligoryzomys fulvescens	-83.08	9.08
Delphinus delphis	-84	8.42
NA	-89.4	4.53
Delphinus delphis	-83.9	7.57
Delphinus delphis	-83.9	7.57
Delphinus delphis	-83.9	7.57
Delphinus delphis	-83.9	7.57
Stenella attenuata	-85.23	9.27
Cryptotis nigrescens	-84.12	10.18
Delphinus delphis	-84	8.42
Zygodontomys brevicauda	-83.08	9.08
Alouatta palliata	-83.02503	9.51604
Leopardus wiedii	-83.02503	9.51604
Mazama americana	-83.02503	9.51604
NA	-83.02503	9.51604
Dicotyles torquatus	-83.02503	9.51604
Sciurus aestuans	-83.02503	9.51604
Tapirella bairdii	-84	10
Phyllostomus hastatus	-83.32555	9.00204
Micoureus alstoni	-83.94715	9.9414
NA	-84.3634	10.10753
Melanomys caliginosus	-84.3634	10.10753
Scotinomys teguina	-84.1399	9.91887
Myotis nigricans	-82.91667	9.53333
Carollia perspicillata	-85.61392	10.87255
Artibeus jamaicensis	-85.6138	10.86715
Carollia perspicillata	-85.63761	10.81915
Proechimys semispinosus	-86.68865	10.449232
Saimiri oerstedii	-84.1455	9.3915
Alouatta palliata	-84.163028	9.397556
Cebus capucinus	-84.163028	9.397556
Tursiops truncatus	-85.2	9.03
Globicephala macrorhynchus	-85.2	9.03
Tursiops truncatus	-85.36	8.86
Grampus griseus	-85.36	8.86
Stenella attenuata	-86.46	6.71
Stenella longirostris	-86.46	6.71
Tursiops truncatus	-86.61	6.39
NA	-86.53	6.57
NA	-87.17	5.53
Tursiops truncatus	-87.14	5.54
NA	-90.05	4.87
Stenella coeruleoalba	-87.36	5.49
Peponocephala electra	-86.36	6.87
Delphinus delphis	-86.24	7.09
Tursiops truncatus	-86.39	6.85
Delphinus delphis	-85.71	7.71
NA	-85.87	7.5
Delphinus delphis	-85.87	7.5
Stenella coeruleoalba	-85.99	7.41
NA	-86.11	7.23
Stenella coeruleoalba	-86.1	7.25
Delphinus delphis	-85.8	7.89
NA	-85.71	8.03
Delphinus delphis	-85.85	7.85
Grampus griseus	-85.84	7.85
Tursiops truncatus	-85.6	8.41
Pseudorca crassidens	-85.6	8.41
NA	-85.68	8.14
Globicephala macrorhynchus	-85.53	8.58
Steno bredanensis	-85.45	8.75
Tursiops truncatus	-85.53	8.58
Tursiops truncatus	-88.8	9.79
Stenella coeruleoalba	-88.89	9.64
Stenella attenuata	-90.17	6.93
NA	-87.37	10.32
Steno bredanensis	-84.72	9.22
NA	-86.92	7.99
Tursiops truncatus	-86.64	7.98
Delphinus delphis	-86.77	7.98
NA	-85.68	7.91
Delphinus delphis	-86.1	7.96
NA	-84.71	9.06
NA	-84.68	8.84
NA	-87.15	9.13
NA	-87.14	9.07
NA	-87.14	9.09
NA	-87.16	9.24
Stenella coeruleoalba	-87.16	9.14
Stenella coeruleoalba	-87.25	9.43
Stenella coeruleoalba	-87.21	9.33
Delphinus delphis	-87.33	10.19
Tursiops truncatus	-87.3	10.11
Ziphius cavirostris	-87.26	9.47
Scotinomys teguina	-83.08	9.08
Delphinus delphis	-86.48	9.52
Delphinus delphis	-86.48	9.52
Mesoplodon densirostris	-87.1	5.48
Reithrodontomys creper	-83.506697	9.458536
Sturnira mordax	-83.843175	9.927138
Sigmodontomys alfari	-83.623486	10.496607
Ectophylla alba	-83.623486	10.496607
Melanomys caliginosus	-83.623486	10.496607
NA	-83.017937	10.001081
NA	-83.667933	9.934412
NA	-85.001262	10.751064
NA	-83.484595	8.701091
NA	-83.16793	8.701092
NA	-83.501261	8.701091
NA	-84.834593	10.001073
NA	-83.16793	8.684426
Dasyprocta punctata	-83.91858	10.01842
Ateles geoffroyi	-83.02503	9.51604
NA	-83.02503	9.51604
Pecari tajacu	-83.02503	9.51604
Sigmodon hispidus	-83.32555	9.00204
Leopardus pardalis	-85.25	10.5
Choloepus hoffmanni	-84	10
Carollia perspicillata	-84.41958	10.02796
Sigmodon hispidus	-83.34033	8.86947
Saccopteryx bilineata	-83.61184	9.96731
Oligoryzomys fulvescens	-84.1399	9.91887
Liomys salvini	-84.1399	9.91887
Carollia perspicillata	-85.38917	10.88056
Artibeus phaeotis	-85.38917	10.88056
Centurio senex	-85.61167	10.88139
Tayassu pecari	-83.02503	9.51604
Dicotyles torquatus	-83.02503	9.51604
Sciurus granatensis	-83.033333	10
Sciurus granatensis	-83.033333	10
Enchisthenes hartii	-84.699997	10.3
Sylvilagus brasiliensis	-83.800003	9.88333
Carollia perspicillata	-84.692001	10.018
Cebus imitator	-83.033333	10
Artibeus jamaicensis	-84.692001	10.018
Carollia perspicillata	-85.133331	10.46667
Peromyscus mexicanus	-84.699997	10.3
Sphiggurus mexicanus	-84.699997	10.3
Peromyscus mexicanus	-84.75	10.33333
Ectophylla alba	-84	10.43333
Heteromys desmarestianus	-84.05777	10.36722
Proechimys semispinosus	-85.48333	10.56667
Sciurus granatensis	-84	9.95
Glossophaga leachii	-84.692001	10.018
Sciurus variegatoides	-84.400001	10.18333
Artibeus watsoni	-84	10.43333
Melanomys caliginosus	-84.05777	10.36722
Carollia castanea	-83.51667	10.58333
Carollia brevicaudum	-85.340431	10.33192
Saccopteryx bilineata	-85.349998	10.31667
Marmosa zeledoni	-84.05777	10.36722
Artibeus watsoni	-83.5634	8.5145
Liomys salvini	-83.342331	8.8695
Scotinomys teguina	-84.75	10.33333
Peromyscus mexicanus	-84.011757	10.05763
Orthogeomys cherriei	-83.76667	10.21667
Heteromys desmarestianus	-84.75	10.33333
Sciurus variegatoides	-84.699997	10.3
Zygodontomys brevicauda	-83.329658	9.00543
Artibeus watsoni	-83.5634	8.5145
Nyctomys sumichrasti	-84.433327	10.33333
Sigmodon hirsutus	-83.342331	8.8695
Peromyscus mexicanus	-84.011757	10.05763
Sciurus variegatoides	-83.67749	9.42333
Glossophaga leachii	-84.033333	9.933333
Sigmodon hirsutus	-83.342331	8.8695
Heteromys desmarestianus	-84.011757	10.05763
Scotinomys teguina	-84.699997	10.3
Nyctomys sumichrasti	-84.632233	10.045281
Carollia brevicaudum	-84.699997	10.3
Carollia perspicillata	-83.5634	8.5145
Peromyscus mexicanus	-84.007729	10.03385
Choloepus hoffmanni	-83.5634	8.5145
Carollia perspicillata	-84.71183	9.99083
Sciurus granatensis	-84.433327	10.33333
Nyctomys sumichrasti	-84.632233	10.045281
Oryzomys alfaroi	-85.48333	10.56667
Ectophylla alba	-84	10.43333
Marmosa mexicana	-84.699997	10.3
Peromyscus mexicanus	-84.699997	10.3
Sciurus variegatoides	-84.400001	10.18333
Heteromys desmarestianus	-84.75	10.33333
Heteromys desmarestianus	-84.632233	10.045281
Oligoryzomys fulvescens	-84.816673	10.3
Heteromys desmarestianus	-84.011757	10.05763
Carollia castanea	-83.51667	10.58333
Oligoryzomys fulvescens	-84.632233	10.045281
Micoureus alstoni	-84.699997	10.3
Sphiggurus mexicanus	-83.849998	9.98333
Heteromys desmarestianus	-84.011757	10.05763
Sturnira parvidens	-85.340431	10.33192
Peromyscus mexicanus	-84.699997	10.3
Carollia perspicillata	-85.133331	10.46667
Artibeus jamaicensis	-85.340431	10.33192
Glossophaga commissarisi	-85.340431	10.33192
Cryptotis orophila	-84.400001	10.18333
Saimiri oerstedii	-83.52533	8.96
Sigmodon hirsutus	-84.083336	9.933333
Oryzomys alfaroi	-84.632233	10.045281
Carollia brevicaudum	-85.340431	10.33192
Artibeus watsoni	-83.711082	8.41939
Carollia perspicillata	-84.033333	9.933333
Choloepus hoffmanni	-84.75	10.33333
Nasua narica	-84.016296	10.00633
Sigmodon hirsutus	-83.342331	8.8695
Melanomys caliginosus	-84.011757	10.05763
Artibeus watsoni	-82.976334	8.685741
Caluromys derbianus	-84	10.43333
NA	-83.51667	10.58333
Reithrodontomys mexicanus	-83.849998	9.98333
Urocyon cinereoargenteus	-84.400001	10.18333
NA	-83.51667	10.58333
Liomys salvini	-83.342331	8.8695
Nephelomys devius	-84.383331	10.2
Philander opossum	-84.433327	10.33333
Scotinomys teguina	-84.75	10.33333
Transandinomys bolivaris	-84.011757	10.05763
Thyroptera tricolor	-84.668327	9.9945
Sciurus granatensis	-83.033333	10
Liomys salvini	-83.342331	8.8695
Saimiri oerstedii	-84.900001	10.2
Sciurus granatensis	-84.433327	10.33333
Microsciurus alfari	-85.48333	10.56667
Peromyscus mexicanus	-84.10437	10.16667
Heteromys desmarestianus	-84.75	10.33333
Artibeus jamaicensis	-83.51667	10.58333
Heteromys desmarestianus	-84.75	10.33333
Glossophaga leachii	-84.033333	9.933333
Sciurus variegatoides	-84.433327	10.33333
Orthogeomys cherriei	-84.433327	10.33333
Orthogeomys cherriei	-83.76667	10.21667
Nyctomys sumichrasti	-84.632233	10.045281
Reithrodontomys creper	-84.10437	10.16667
Orthogeomys heterodus	-84.383331	10.2
NA	-83.51667	10.58333
Reithrodontomys mexicanus	-83.849998	9.98333
Uroderma convexum	-85.340431	10.33192
Platyrrhinus helleri	-85.340431	10.33192
Heteromys desmarestianus	-84.011757	10.05763
Carollia castanea	-84	10.43333
Sciurus granatensis	-83.849998	9.98333
Sylvilagus floridanus	-84.699997	10.3
Scotinomys teguina	-84	9.95
Vampyressa pusilla	-82.976334	8.685741
Heteromys desmarestianus	-84.05777	10.36722
Liomys salvini	-83.342331	8.8695
Heteromys desmarestianus	-84.007729	10.03385
Artibeus phaeotis	-85.340431	10.33192
Peromyscus mexicanus	-84.400001	10.18333
Peromyscus mexicanus	-84.10437	10.16667
Artibeus lituratus	-83.51667	10.58333
Rhogeessa tumida	-84.692001	10.018
Carollia castanea	-83.5634	8.5145
Sciurus granatensis	-83.033333	10
Reithrodontomys creper	-83.801666	9.57917
Heteromys desmarestianus	-84.75	10.33333
Sturnira parvidens	-85.340431	10.33192
Glossophaga leachii	-84.692001	10.018
Microsciurus alfari	-84.433327	10.33333
Mustela frenata	-83.800003	9.88333
